Date/time,Endpoint,Retry counter
13-11-2024 11:19:09,/api/v1/markets/US100,1
13-11-2024 12:20:01,/api/v1/markets/US100,1
13-11-2024 13:54:09,/api/v1/markets/US100,1
13-11-2024 16:44:05,/api/v1/markets/US100,1
13-11-2024 17:13:15,/api/v1/markets/US100,1
13-11-2024 19:00:09,/api/v1/markets/US100,1
13-11-2024 19:56:42,/api/v1/markets/US100,1
13-11-2024 20:43:16,/api/v1/markets/US100,1
13-11-2024 21:00:40,/api/v1/markets/US100,1
15-11-2024 02:09:36,/api/v1/positions/None,1
15-11-2024 02:09:51,/api/v1/positions/None,2
15-11-2024 02:10:07,/api/v1/positions/None,3
15-11-2024 02:10:22,/api/v1/positions/None,4
15-11-2024 02:10:37,/api/v1/positions/None,5
15-11-2024 02:10:52,/api/v1/positions/None,6
15-11-2024 02:11:07,/api/v1/positions/None,7
15-11-2024 02:11:23,/api/v1/positions/None,8
15-11-2024 02:11:38,/api/v1/positions/None,9
15-11-2024 02:21:45,/api/v1/positions/None,1
15-11-2024 02:22:00,/api/v1/positions/None,2
15-11-2024 02:22:15,/api/v1/positions/None,3
15-11-2024 02:22:30,/api/v1/positions/None,4
15-11-2024 02:22:45,/api/v1/positions/None,5
15-11-2024 02:23:01,/api/v1/positions/None,6
15-11-2024 02:23:17,/api/v1/positions/None,7
15-11-2024 02:23:32,/api/v1/positions/None,8
15-11-2024 02:23:47,/api/v1/positions/None,9
15-11-2024 02:33:54,/api/v1/positions/None,1
15-11-2024 02:34:09,/api/v1/positions/None,2
15-11-2024 02:34:24,/api/v1/positions/None,3
15-11-2024 02:34:39,/api/v1/positions/None,4
15-11-2024 02:34:55,/api/v1/positions/None,5
15-11-2024 02:35:10,/api/v1/positions/None,6
15-11-2024 02:35:25,/api/v1/positions/None,7
15-11-2024 02:35:40,/api/v1/positions/None,8
15-11-2024 02:35:55,/api/v1/positions/None,9
15-11-2024 02:46:02,/api/v1/positions/None,1
15-11-2024 02:46:17,/api/v1/positions/None,2
15-11-2024 02:46:33,/api/v1/positions/None,3
15-11-2024 02:46:48,/api/v1/positions/None,4
15-11-2024 02:47:03,/api/v1/positions/None,5
15-11-2024 02:47:18,/api/v1/positions/None,6
15-11-2024 02:47:33,/api/v1/positions/None,7
15-11-2024 02:47:49,/api/v1/positions/None,8
15-11-2024 02:48:04,/api/v1/positions/None,9
15-11-2024 02:58:09,/api/v1/markets/US100,1
15-11-2024 02:59:26,/api/v1/positions/None,1
15-11-2024 02:59:41,/api/v1/positions/None,2
15-11-2024 02:59:56,/api/v1/positions/None,3
15-11-2024 03:00:11,/api/v1/positions/None,4
15-11-2024 03:00:26,/api/v1/positions/None,5
15-11-2024 03:00:42,/api/v1/positions/None,6
15-11-2024 03:00:57,/api/v1/positions/None,7
15-11-2024 03:01:12,/api/v1/positions/None,8
15-11-2024 03:01:27,/api/v1/positions/None,9
15-11-2024 03:11:34,/api/v1/positions/None,1
15-11-2024 03:11:49,/api/v1/positions/None,2
15-11-2024 03:12:04,/api/v1/positions/None,3
15-11-2024 03:12:20,/api/v1/positions/None,4
15-11-2024 03:12:35,/api/v1/positions/None,5
15-11-2024 03:12:50,/api/v1/positions/None,6
15-11-2024 03:13:05,/api/v1/positions/None,7
15-11-2024 03:13:20,/api/v1/positions/None,8
15-11-2024 03:13:36,/api/v1/positions/None,9
15-11-2024 03:23:42,/api/v1/positions/None,1
15-11-2024 03:23:57,/api/v1/positions/None,2
15-11-2024 03:24:12,/api/v1/positions/None,3
15-11-2024 03:24:28,/api/v1/positions/None,4
15-11-2024 03:24:43,/api/v1/positions/None,5
15-11-2024 03:24:58,/api/v1/positions/None,6
15-11-2024 03:25:13,/api/v1/positions/None,7
15-11-2024 03:25:28,/api/v1/positions/None,8
15-11-2024 03:25:44,/api/v1/positions/None,9
15-11-2024 03:28:44,/api/v1/markets/US100,1
15-11-2024 03:36:06,/api/v1/positions/None,1
15-11-2024 03:36:21,/api/v1/positions/None,2
15-11-2024 03:36:36,/api/v1/positions/None,3
15-11-2024 03:36:51,/api/v1/positions/None,4
15-11-2024 03:37:06,/api/v1/positions/None,5
15-11-2024 03:37:22,/api/v1/positions/None,6
15-11-2024 03:37:37,/api/v1/positions/None,7
15-11-2024 03:37:52,/api/v1/positions/None,8
15-11-2024 03:38:07,/api/v1/positions/None,9
15-11-2024 03:46:11,/api/v1/markets/US100,1
15-11-2024 03:49:29,/api/v1/positions/None,1
15-11-2024 03:49:44,/api/v1/positions/None,2
15-11-2024 03:49:59,/api/v1/positions/None,3
15-11-2024 03:50:15,/api/v1/positions/None,4
15-11-2024 03:50:30,/api/v1/positions/None,5
15-11-2024 03:50:45,/api/v1/positions/None,6
15-11-2024 03:51:00,/api/v1/positions/None,7
15-11-2024 03:51:15,/api/v1/positions/None,8
15-11-2024 03:51:31,/api/v1/positions/None,9
15-11-2024 04:01:37,/api/v1/positions/None,1
15-11-2024 04:01:53,/api/v1/positions/None,2
15-11-2024 04:02:08,/api/v1/positions/None,3
15-11-2024 04:02:23,/api/v1/positions/None,4
15-11-2024 04:02:38,/api/v1/positions/None,5
15-11-2024 04:02:53,/api/v1/positions/None,6
15-11-2024 04:03:09,/api/v1/positions/None,7
15-11-2024 04:03:24,/api/v1/positions/None,8
15-11-2024 04:03:39,/api/v1/positions/None,9
15-11-2024 04:13:46,/api/v1/positions/None,1
15-11-2024 04:14:01,/api/v1/positions/None,2
15-11-2024 04:14:17,/api/v1/positions/None,3
15-11-2024 04:14:32,/api/v1/positions/None,4
15-11-2024 04:14:47,/api/v1/positions/None,5
15-11-2024 04:15:02,/api/v1/positions/None,6
15-11-2024 04:15:18,/api/v1/positions/None,7
15-11-2024 04:15:33,/api/v1/positions/None,8
15-11-2024 04:15:48,/api/v1/positions/None,9
15-11-2024 04:25:55,/api/v1/positions/None,1
15-11-2024 04:26:10,/api/v1/positions/None,2
15-11-2024 04:26:26,/api/v1/positions/None,3
15-11-2024 04:26:41,/api/v1/positions/None,4
15-11-2024 04:26:56,/api/v1/positions/None,5
15-11-2024 04:27:11,/api/v1/positions/None,6
15-11-2024 04:27:26,/api/v1/positions/None,7
15-11-2024 04:27:41,/api/v1/positions/None,8
15-11-2024 04:27:57,/api/v1/positions/None,9
15-11-2024 04:38:03,/api/v1/positions/None,1
15-11-2024 04:38:19,/api/v1/positions/None,2
15-11-2024 04:38:34,/api/v1/positions/None,3
15-11-2024 04:38:49,/api/v1/positions/None,4
15-11-2024 04:39:04,/api/v1/positions/None,5
15-11-2024 04:39:19,/api/v1/positions/None,6
15-11-2024 04:39:35,/api/v1/positions/None,7
15-11-2024 04:39:50,/api/v1/positions/None,8
15-11-2024 04:40:05,/api/v1/positions/None,9
15-11-2024 04:50:12,/api/v1/positions/None,1
15-11-2024 04:50:27,/api/v1/positions/None,2
15-11-2024 04:50:42,/api/v1/positions/None,3
15-11-2024 04:50:57,/api/v1/positions/None,4
15-11-2024 04:51:13,/api/v1/positions/None,5
15-11-2024 04:51:28,/api/v1/positions/None,6
15-11-2024 04:51:43,/api/v1/positions/None,7
15-11-2024 04:51:59,/api/v1/positions/None,8
15-11-2024 04:52:14,/api/v1/positions/None,9
15-11-2024 05:02:21,/api/v1/positions/None,1
15-11-2024 05:02:36,/api/v1/positions/None,2
15-11-2024 05:02:51,/api/v1/positions/None,3
15-11-2024 05:03:06,/api/v1/positions/None,4
15-11-2024 05:03:21,/api/v1/positions/None,5
15-11-2024 05:03:37,/api/v1/positions/None,6
15-11-2024 05:03:52,/api/v1/positions/None,7
15-11-2024 05:04:07,/api/v1/positions/None,8
15-11-2024 05:04:22,/api/v1/positions/None,9
15-11-2024 05:14:29,/api/v1/positions/None,1
15-11-2024 05:14:44,/api/v1/positions/None,2
15-11-2024 05:14:59,/api/v1/positions/None,3
15-11-2024 05:15:14,/api/v1/positions/None,4
15-11-2024 05:15:30,/api/v1/positions/None,5
15-11-2024 05:15:45,/api/v1/positions/None,6
15-11-2024 05:16:00,/api/v1/positions/None,7
15-11-2024 05:16:15,/api/v1/positions/None,8
15-11-2024 05:16:30,/api/v1/positions/None,9
15-11-2024 05:26:37,/api/v1/positions/None,1
15-11-2024 05:26:53,/api/v1/positions/None,2
15-11-2024 05:27:08,/api/v1/positions/None,3
15-11-2024 05:27:23,/api/v1/positions/None,4
15-11-2024 05:27:38,/api/v1/positions/None,5
15-11-2024 05:27:53,/api/v1/positions/None,6
15-11-2024 05:28:09,/api/v1/positions/None,7
15-11-2024 05:28:24,/api/v1/positions/None,8
15-11-2024 05:28:39,/api/v1/positions/None,9
15-11-2024 05:38:45,/api/v1/positions/None,1
15-11-2024 05:39:01,/api/v1/positions/None,2
15-11-2024 05:39:16,/api/v1/positions/None,3
15-11-2024 05:39:31,/api/v1/positions/None,4
15-11-2024 05:39:46,/api/v1/positions/None,5
15-11-2024 05:40:01,/api/v1/positions/None,6
15-11-2024 05:40:17,/api/v1/positions/None,7
15-11-2024 05:40:32,/api/v1/positions/None,8
15-11-2024 05:40:47,/api/v1/positions/None,9
15-11-2024 05:50:54,/api/v1/positions/None,1
15-11-2024 05:51:09,/api/v1/positions/None,2
15-11-2024 05:51:24,/api/v1/positions/None,3
15-11-2024 05:51:39,/api/v1/positions/None,4
15-11-2024 05:51:55,/api/v1/positions/None,5
15-11-2024 05:52:10,/api/v1/positions/None,6
15-11-2024 05:52:25,/api/v1/positions/None,7
15-11-2024 05:52:40,/api/v1/positions/None,8
15-11-2024 05:52:55,/api/v1/positions/None,9
15-11-2024 06:03:02,/api/v1/positions/None,1
15-11-2024 06:03:17,/api/v1/positions/None,2
15-11-2024 06:03:33,/api/v1/positions/None,3
15-11-2024 06:04:46,/api/v1/positions/None,4
15-11-2024 06:05:02,/api/v1/positions/None,5
15-11-2024 06:05:17,/api/v1/positions/None,6
15-11-2024 06:05:32,/api/v1/positions/None,7
15-11-2024 06:05:47,/api/v1/positions/None,8
15-11-2024 06:06:02,/api/v1/positions/None,9
15-11-2024 06:16:12,/api/v1/positions/None,1
15-11-2024 06:16:28,/api/v1/positions/None,2
15-11-2024 06:16:43,/api/v1/positions/None,3
15-11-2024 06:16:58,/api/v1/positions/None,4
15-11-2024 06:17:13,/api/v1/positions/None,5
15-11-2024 06:17:28,/api/v1/positions/None,6
15-11-2024 06:17:44,/api/v1/positions/None,7
15-11-2024 06:17:59,/api/v1/positions/None,8
15-11-2024 06:18:14,/api/v1/positions/None,9
15-11-2024 06:28:21,/api/v1/positions/None,1
15-11-2024 06:28:36,/api/v1/positions/None,2
15-11-2024 06:28:51,/api/v1/positions/None,3
15-11-2024 06:29:06,/api/v1/positions/None,4
15-11-2024 06:29:22,/api/v1/positions/None,5
15-11-2024 06:29:37,/api/v1/positions/None,6
15-11-2024 06:29:52,/api/v1/positions/None,7
15-11-2024 06:30:07,/api/v1/positions/None,8
15-11-2024 06:30:22,/api/v1/positions/None,9
15-11-2024 06:40:29,/api/v1/positions/None,1
15-11-2024 06:40:44,/api/v1/positions/None,2
15-11-2024 06:40:59,/api/v1/positions/None,3
15-11-2024 06:41:15,/api/v1/positions/None,4
15-11-2024 06:41:30,/api/v1/positions/None,5
15-11-2024 06:41:45,/api/v1/positions/None,6
15-11-2024 06:42:00,/api/v1/positions/None,7
15-11-2024 06:42:15,/api/v1/positions/None,8
15-11-2024 06:42:31,/api/v1/positions/None,9
15-11-2024 06:52:38,/api/v1/positions/None,1
15-11-2024 06:52:53,/api/v1/positions/None,2
15-11-2024 06:53:09,/api/v1/positions/None,3
15-11-2024 06:53:24,/api/v1/positions/None,4
15-11-2024 06:53:39,/api/v1/positions/None,5
15-11-2024 06:53:54,/api/v1/positions/None,6
15-11-2024 06:54:10,/api/v1/positions/None,7
15-11-2024 06:54:25,/api/v1/positions/None,8
15-11-2024 06:54:40,/api/v1/positions/None,9
15-11-2024 07:04:47,/api/v1/positions/None,1
15-11-2024 07:05:02,/api/v1/positions/None,2
15-11-2024 07:05:17,/api/v1/positions/None,3
15-11-2024 07:05:32,/api/v1/positions/None,4
15-11-2024 07:05:48,/api/v1/positions/None,5
15-11-2024 07:06:03,/api/v1/positions/None,6
15-11-2024 07:06:18,/api/v1/positions/None,7
15-11-2024 07:06:33,/api/v1/positions/None,8
15-11-2024 07:06:48,/api/v1/positions/None,9
15-11-2024 09:14:49,/api/v1/markets/US100,1
15-11-2024 14:57:40,/api/v1/markets/US100,1
15-11-2024 16:12:46,/api/v1/markets/US100,1
15-11-2024 16:48:23,/api/v1/positions/None,1
15-11-2024 16:48:38,/api/v1/positions/None,2
15-11-2024 16:48:53,/api/v1/positions/None,3
15-11-2024 16:49:09,/api/v1/positions/None,4
15-11-2024 16:49:24,/api/v1/positions/None,5
15-11-2024 16:49:39,/api/v1/positions/None,6
15-11-2024 16:49:54,/api/v1/positions/None,7
15-11-2024 16:50:10,/api/v1/positions/None,8
15-11-2024 16:50:25,/api/v1/positions/None,9
18-11-2024 16:06:09,/api/v1/markets/US100,1
18-11-2024 18:33:03,/api/v1/markets/US100,1
18-11-2024 18:38:21,/api/v1/markets/US100,1
19-11-2024 00:12:36,/api/v1/markets/US100,1
19-11-2024 00:12:51,/api/v1/markets/US100,2
19-11-2024 00:13:06,/api/v1/markets/US100,3
19-11-2024 00:13:22,/api/v1/markets/US100,4
19-11-2024 00:13:37,/api/v1/markets/US100,5
19-11-2024 00:13:52,/api/v1/markets/US100,6
19-11-2024 00:14:07,/api/v1/markets/US100,7
19-11-2024 00:14:22,/api/v1/markets/US100,8
19-11-2024 00:14:37,/api/v1/markets/US100,9
19-11-2024 08:06:39,/api/v1/markets/US100,1
19-11-2024 09:30:41,/api/v1/markets/US100,1
19-11-2024 12:18:25,/api/v1/markets/US100,1
19-11-2024 13:38:39,/api/v1/markets/US100,1
19-11-2024 15:14:09,/api/v1/markets/US100,1
19-11-2024 15:47:51,/api/v1/markets/US100,1
19-11-2024 17:58:50,/api/v1/markets/US100,1
19-11-2024 22:09:51,/api/v1/markets/US100,1
20-11-2024 00:11:28,/api/v1/markets/US100,1
20-11-2024 00:11:43,/api/v1/markets/US100,2
20-11-2024 00:11:58,/api/v1/markets/US100,3
20-11-2024 00:12:13,/api/v1/markets/US100,4
20-11-2024 00:12:28,/api/v1/markets/US100,5
20-11-2024 00:12:44,/api/v1/markets/US100,6
20-11-2024 00:12:59,/api/v1/markets/US100,7
20-11-2024 00:13:14,/api/v1/markets/US100,8
20-11-2024 00:13:29,/api/v1/markets/US100,9
20-11-2024 06:09:56,/api/v1/markets/US100,1
20-11-2024 07:57:11,/api/v1/markets/US100,1
20-11-2024 09:13:09,/api/v1/markets/US100,1
20-11-2024 09:35:41,/api/v1/markets/US100,1
20-11-2024 09:37:57,/api/v1/markets/US100,1
20-11-2024 16:49:51,/api/v1/markets/US100,1
20-11-2024 18:21:12,/api/v1/markets/US100,1
20-11-2024 20:42:09,/api/v1/markets/US100,1
20-11-2024 20:48:28,/api/v1/markets/US100,1
20-11-2024 21:33:16,/api/v1/markets/US100,1
20-11-2024 21:48:42,/api/v1/markets/US100,1
20-11-2024 23:02:57,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,1
20-11-2024 23:03:13,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,2
20-11-2024 23:03:28,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,3
20-11-2024 23:03:43,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,4
20-11-2024 23:03:58,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,5
20-11-2024 23:04:13,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,6
20-11-2024 23:04:29,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,7
20-11-2024 23:04:44,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,8
20-11-2024 23:04:59,/api/v1/positions/00384627-0055-311e-0000-0000822b0843,9
21-11-2024 07:32:12,/api/v1/markets/US100,1
21-11-2024 11:06:11,/api/v1/markets/US100,1
21-11-2024 11:10:29,/api/v1/markets/US100,1
21-11-2024 17:17:53,/api/v1/markets/US100,1
21-11-2024 17:20:09,/api/v1/markets/US100,1
21-11-2024 18:38:28,/api/v1/markets/US100,1
21-11-2024 19:55:53,/api/v1/markets/US100,1
21-11-2024 19:59:09,/api/v1/markets/US100,1
21-11-2024 20:17:39,/api/v1/markets/US100,1
21-11-2024 21:48:57,/api/v1/markets/US100,1
21-11-2024 21:55:16,/api/v1/markets/US100,1
21-11-2024 22:10:39,/api/v1/markets/US100,1
22-11-2024 00:20:15,/api/v1/markets/US100,1
22-11-2024 00:20:30,/api/v1/markets/US100,2
22-11-2024 00:20:46,/api/v1/markets/US100,3
22-11-2024 00:21:01,/api/v1/markets/US100,4
22-11-2024 00:21:16,/api/v1/markets/US100,5
22-11-2024 00:21:31,/api/v1/markets/US100,6
22-11-2024 00:21:46,/api/v1/markets/US100,7
22-11-2024 00:22:01,/api/v1/markets/US100,8
22-11-2024 00:22:16,/api/v1/markets/US100,9
22-11-2024 01:35:10,/api/v1/markets/US100,1
22-11-2024 05:41:44,/api/v1/markets/US100,1
22-11-2024 07:35:00,/api/v1/markets/US100,1
22-11-2024 07:38:17,/api/v1/markets/US100,1
22-11-2024 11:51:12,/api/v1/markets/US100,1
22-11-2024 14:56:31,/api/v1/markets/US100,1
22-11-2024 20:22:15,/api/v1/markets/US100,1
22-11-2024 21:43:12,/api/v1/markets/US100,1
23-11-2024 00:20:52,/api/v1/markets/US100,1
23-11-2024 00:21:07,/api/v1/markets/US100,2
23-11-2024 00:21:22,/api/v1/markets/US100,3
23-11-2024 00:21:38,/api/v1/markets/US100,4
23-11-2024 00:21:53,/api/v1/markets/US100,5
23-11-2024 00:22:08,/api/v1/markets/US100,6
23-11-2024 00:22:23,/api/v1/markets/US100,7
23-11-2024 00:22:38,/api/v1/markets/US100,8
23-11-2024 00:22:53,/api/v1/markets/US100,9
25-11-2024 14:49:47,/api/v1/markets/US100,1
25-11-2024 16:03:14,/api/v1/markets/US100,1
25-11-2024 17:15:31,/api/v1/markets/US100,1
25-11-2024 17:50:13,/api/v1/markets/US100,1
25-11-2024 18:08:42,/api/v1/markets/US100,1
25-11-2024 19:02:41,/api/v1/markets/US100,1
26-11-2024 00:20:49,/api/v1/markets/US100,1
26-11-2024 00:21:04,/api/v1/markets/US100,2
26-11-2024 00:21:19,/api/v1/markets/US100,3
26-11-2024 00:21:34,/api/v1/markets/US100,4
26-11-2024 00:21:49,/api/v1/markets/US100,5
26-11-2024 00:22:04,/api/v1/markets/US100,6
26-11-2024 00:22:20,/api/v1/markets/US100,7
26-11-2024 00:22:35,/api/v1/markets/US100,8
26-11-2024 00:22:50,/api/v1/markets/US100,9
16-12-2024 03:59:03,/api/v1/markets/US100,1
